p1Name,p1Tag,p1Lane,p1KDA,p1KP,p1GPM,p1Vision,p1WinRate,p2Name,p2Tag,p2Lane,p2KDA,p2KP,p2GPM,p2Vision,p2WinRate,totalWinRate
jotaemin0722,eorjs,3,1.92,44.75,350.09,0.72,26.67,김미녕 노예,KR1,4,5.38,53.80,372.23,1.01,53.33,42.11
윤석열,5828,2,5.71,54.58,420.37,0.99,58.54,곰이곰곰하네,KR1,3,2.61,45.27,360.31,0.87,54.35,63.64
Poltan,KR1,3,3.50,41.71,367.22,0.80,55.64,상냥한 찬우씨,KR1,2,3.72,42.00,419.33,0.66,52.76,76.92
03팍순이,RK1,0,9.68,63.00,271.03,2.46,0.00,기훈기훈,12345,1,5.41,48.67,413.37,0.63,51.57,63.33
hhhkii,KR1,1,4.52,55.90,440.45,0.75,80.00,모은콩,KR1,2,3.17,37.94,387.76,0.53,77.27,50.00
Paella,피정현,1,4.98,51.33,455.89,0.76,55.56,은스케,KR2,0,5.14,59.29,264.26,2.14,51.46,52.94
Paella,피정현,1,4.98,51.33,455.89,0.76,55.56,king is back,wow,0,8.91,59.82,287.97,2.80,86.96,81.82
공 주,캐 리,1,3.75,62.20,433.21,0.73,62.00,그게 너야,1029,0,7.54,59.60,251.11,2.33,52.62,44.44
현재야욕하지말자,KR1,4,7.25,54.67,396.94,1.02,55.56,손정현,KR1,3,2.76,29.45,358.76,0.51,51.09,75.00
버니합,1234,4,5.48,60.45,416.79,1.13,50.00,STANDARD,0824,0,2.64,48.52,308.29,1.77,50.00,56.00
뱃살 충만 돼지,오잉크,2,4.55,51.12,405.11,0.69,50.00,냥바닥할짝,000,0,5.34,54.33,258.91,2.46,60.28,62.50
HLE Quad,KR1,2,4.45,28.40,381.58,0.73,0.00,GANGKINGKING,KR1,4,6.06,53.25,399.50,0.89,82.93,90.91
공익 전까지 챌감,KR1,4,3.54,53.82,400.97,0.88,51.18,하염없이팀운제로,KR1,2,3.94,46.90,324.15,0.82,51.41,42.86
슬치생,KR1,2,3.83,40.67,334.96,1.45,75.00,Carry or piss,KR1,4,5.30,48.78,353.20,1.15,58.06,69.23
퀘오타니,TANI,1,4.84,62.00,470.36,0.96,58.42,방학식,zzang,1,3.70,41.91,378.81,0.63,50.20,58.33
Aimyon,아이묭,4,6.95,61.56,433.34,0.91,51.56,혁이는못말려,0406,0,2.55,46.67,280.64,1.83,51.56,60.00
신난 야옹이 뀨꿍,KR1,3,2.87,46.00,393.99,0.67,56.67,QvtT,KR1,4,4.60,56.09,325.87,1.31,56.44,60.00
사 일 러 스,Pyke,2,3.69,41.36,368.58,0.98,49.56,계셰육,0315,3,4.17,46.20,398.79,0.81,56.52,65.00
P A,PAPA,2,4.04,50.25,389.22,0.84,54.09,주태현,4325,1,4.24,54.42,350.23,1.12,48.47,57.14
근 본 도 구,KR1,2,9.99,46.62,405.50,0.84,0.00,잠 잘 까,KR1,0,9.20,61.00,321.35,1.55,48.00,72.73
땡기는중,KR1,0,6.74,59.69,387.88,1.36,58.62,woxiangzhandou,2002,4,5.67,50.65,444.49,1.03,58.46,69.57
And pigs Can fly,KR1,1,6.50,62.73,487.08,0.86,66.67,Antimage,KR3,0,4.72,57.50,265.58,2.94,64.00,60.00
PTA,haeng,3,5.30,44.67,457.08,0.80,52.78,할꺼하고롤해,KCS,4,4.12,61.82,394.97,1.19,51.68,76.47
삐딱한 연우,KR1,0,5.10,56.67,312.91,2.11,50.00,Valstrax,VTEC,4,5.84,51.27,406.98,0.56,44.44,74.07
top l top,KR1,3,2.63,48.43,390.70,0.79,50.00,칭찬 격려 배려,KR1,4,3.20,65.00,408.31,0.68,54.55,69.23
top l top,KR1,3,2.63,48.43,390.70,0.79,50.00,영콩이,KR2,4,4.81,50.13,408.18,1.16,52.90,53.85
갓 독,0919,3,2.16,27.18,379.62,0.74,0.00,Nuguri,LMJ,1,5.13,44.69,412.72,0.78,57.38,60.00
즉   흥   곡,KR1,2,5.54,53.88,433.11,0.78,54.74,톤 이,kk1,1,4.38,49.30,397.40,0.38,47.01,83.33
Viper,0212,3,2.54,50.70,433.80,0.89,0.00,아이폰사용합니다,KR1,2,2.68,45.25,404.23,0.80,45.16,57.14
가나다 초콜렛,KR1,1,3.79,58.50,437.27,1.01,82.35,하 헬,hahel,0,4.83,48.00,257.05,2.13,39.02,59.26
미안 내 잘못,2187,0,4.42,57.20,353.99,2.20,51.33,好きだから,KR17,3,3.25,47.64,433.32,0.62,44.44,66.67
기분이조아오,KR1,1,4.46,56.00,446.26,0.99,37.50,반해써,0000,4,4.31,46.27,408.35,0.74,55.22,63.64
기분이조아오,KR1,1,4.46,56.00,446.26,0.99,37.50,Paul Blanco,KR00,0,3.83,60.29,324.35,2.86,77.78,60.00
스초생,444,0,3.08,54.92,262.17,1.88,58.24,포차코,지비츠,1,4.03,64.10,519.25,0.77,56.38,60.00
Cthe,KR1,2,3.99,49.71,376.23,0.99,52.10,사나이 이바다,KR1,3,2.24,44.33,431.84,0.46,49.62,63.33
최지웅,KR3,2,2.96,46.88,366.99,0.79,50.00,밴 베크만,나니모스루,3,3.74,40.42,373.92,0.75,58.06,34.78
허총무,KR1,1,4.78,51.33,339.91,1.20,54.32,애옹김,KR1,0,6.38,58.17,274.92,2.16,0.00,63.64
독도한라봉,KR1,4,5.98,60.20,392.25,1.51,61.54,얼음단비,KR1,2,3.14,52.82,434.94,0.66,60.29,70.59
사나이의묵직한주먹,Pray,1,3.10,49.19,342.58,0.98,50.91,TFT pro,4080,4,4.25,53.25,391.96,0.79,45.89,50.00
앞만보는 사나이,KR4,2,5.37,47.88,409.47,0.83,0.00,권 천,SKY,4,4.84,59.42,400.13,1.30,48.97,66.67
민초버터칩,KR1,0,6.28,54.00,271.31,2.33,48.63,금연2달남음,KR2,1,4.42,59.53,453.15,0.72,54.31,62.50
감 자,424,0,3.76,65.40,287.86,2.72,57.14,vnfmsk10,Zzzzz,4,3.99,49.00,342.24,0.78,71.32,80.00
감 자,424,0,3.76,65.40,287.86,2.72,57.14,슈퍼크랙이상호,KR1,4,3.30,51.22,347.96,0.85,68.97,30.00
잘하고싶다,7777,2,5.52,49.20,393.02,0.92,50.00,땅 두 닛,KR1,0,4.02,55.83,284.76,1.96,50.44,63.64
잘하고싶다,7777,2,5.52,49.20,393.02,0.92,50.00,이기고싶다,0000,0,3.96,49.84,347.50,1.50,41.85,50.00
비키니시티야생해파리보호협회,KR0,1,3.89,44.80,359.08,1.24,49.23,이겨봐,KR234,1,3.85,50.45,385.42,0.66,0.00,65.22
ヲヲヲヲヲヲヲヲヲヲ,0613,1,6.75,60.00,482.49,1.01,61.63,벼랑위의 분뇨,오줌발싸,0,8.02,54.75,260.38,2.74,56.11,70.00
롤은인생의활력소,KR1,3,3.16,30.14,390.45,0.50,0.00,노랑 피카츄,KR1,2,4.27,43.71,321.00,1.22,51.01,68.75
희망을주는구세주,KR1,1,5.27,53.54,407.50,0.91,50.76,베벱부,KR1,3,5.38,33.27,385.09,0.48,52.38,68.18
야 이기영,KR1,0,10.68,60.00,274.20,2.06,100.00,각시탈원딜러,KR1,1,4.64,51.00,476.51,1.13,56.82,69.57
16년생탑프로지망,KR1,3,3.59,45.12,324.88,1.60,58.82,히 또,Psken,3,4.15,47.08,394.20,0.59,36.36,43.75
이게임을열심히왜함,KR2,3,2.45,37.78,422.50,0.56,49.35,북풍이만든바이킹,KR1,2,2.67,46.80,408.58,0.49,48.72,50.00
두카티부가,KR2,1,2.88,47.60,396.41,0.80,57.69,괴물쥐 구조대 ,KR1,3,2.38,40.14,371.63,0.67,53.33,38.46
두카티부가,KR2,1,2.88,47.60,396.41,0.80,57.69,ホワイトノイズ,0111,3,3.65,42.00,368.38,0.64,49.28,50.00
스타킹팬티,0217,3,2.76,45.67,378.61,0.44,60.00,쉼쉼미역,KR1,1,4.04,56.23,399.51,0.72,45.83,41.67
조선왕조실룩샐룩,0608,1,2.04,45.27,364.97,1.24,56.15,Eraaaaa,KR1,4,7.03,54.50,345.30,1.39,55.17,38.89
simply lovely,top,3,3.02,31.80,417.89,0.48,50.00,내게의문을가지지말것,KR10,2,3.11,45.00,347.32,0.89,52.10,40.91
딱따구리,부리박치기,1,3.32,45.77,392.41,0.49,54.41,김 성 호,6974,0,5.11,48.09,294.38,1.91,48.76,58.62
롸킥스,KR1,0,5.58,62.00,307.87,1.85,56.52,빵붕이,KR1,0,7.21,59.00,311.23,2.29,66.67,62.50
윤유현조련사배상준,KR11,3,3.28,39.06,413.35,0.80,33.33,rkasdcoivkdlal,KR1,4,2.63,46.79,375.21,1.24,50.88,53.57
쩡호햄,KR1,2,2.28,44.67,364.04,0.89,60.87,단단운직,KR1,3,3.28,43.85,382.53,0.68,50.91,42.11
일리쉬,124,4,3.39,48.08,401.83,1.00,57.71,한키어x69,KR1,0,2.39,59.00,382.84,2.35,55.26,60.00
나유연,KR0,1,4.34,45.73,362.22,0.88,90.91,윤마치,KR2,2,3.28,49.00,328.40,0.99,58.26,69.23
일반인 미드,KR1,2,3.94,48.00,390.74,0.99,0.00,모자란련롬들,1234,3,2.94,43.20,376.88,0.77,52.34,65.52
lllIlllIIII1,KR1,2,5.73,41.45,355.26,0.59,61.22,게이트,KR1,0,3.60,38.33,269.96,1.00,51.69,52.63
후시구로 토우,0524,1,3.14,52.93,443.96,0.77,0.00,niwakaharu,1999,2,3.07,46.36,384.45,0.92,50.00,33.33
아요이키우기,KR3,2,3.18,51.60,380.44,0.97,45.16,시 로,666,1,5.68,52.29,412.96,1.16,51.72,55.56
코코아는 내꺼임,KR1,2,3.77,40.33,405.96,0.57,0.00,제드 일짱,KR1,2,3.30,47.53,423.11,0.73,53.03,70.00
타우타이 심바사,모투페투,1,4.66,53.83,392.62,0.86,33.33,쥐괴물,물괴쥐,0,3.62,49.69,329.42,1.44,44.00,47.06
첨지마요,KR1,1,3.65,44.35,397.48,0.69,49.06,김랜지,KR1,0,3.92,55.56,324.11,2.17,55.00,46.15
Marauder Olaf,KR1,3,3.78,42.92,409.69,0.71,54.18,탕수육찍먹,Yong,2,4.15,50.89,377.65,0.99,46.97,61.11
한뚝배기마스터,KR1,1,4.15,56.77,454.58,0.92,48.98,24년도전역입니다,KR1,3,3.03,43.65,374.01,0.74,0.00,64.71
저시나,KR1,1,6.34,55.58,458.81,0.80,57.14,뉴진스삼촌팬,KR312,0,4.37,59.38,352.52,1.85,50.00,51.85
개돼지,dgpg,3,3.48,38.22,384.31,1.08,72.22,lHluman,KR1,4,4.25,51.82,380.15,0.90,49.42,66.67
이석현 도구,KR1,0,3.93,51.76,310.19,1.72,47.37,boiled dumplings,KR1,1,4.17,45.27,376.75,1.07,48.30,71.43
마유치,Liyuu,3,1.21,47.25,380.51,0.72,51.85,식케이,권민식,2,3.20,42.00,403.07,0.65,49.47,42.86
95392551del,KR1,1,3.97,54.90,393.46,0.82,75.31,자기야라면좀,KR1,0,5.94,61.33,280.91,2.34,52.40,60.00
아이응맨,KR1,1,5.06,48.50,423.21,1.03,53.75,나도 잘하고 싶어,1111,2,3.03,34.50,418.71,0.73,50.66,41.67
아이응맨,KR1,1,5.06,48.50,423.21,1.03,53.75,23 July,KR1,2,5.87,44.93,350.82,1.02,50.97,60.00
즐겜용,탑바루스,3,3.19,53.53,434.36,0.72,62.50,갑각류fan,NOT,2,4.54,44.29,396.21,0.58,60.00,56.00
아침이싫어,KR1,0,3.85,55.38,286.54,2.34,57.38,격분유발협곡,KR1,2,3.20,47.29,391.39,0.66,54.02,60.00
花様年華,화양연화,2,2.61,40.33,388.29,1.17,50.00,별수호자까루,106,4,3.87,45.25,374.67,0.90,47.30,53.57
we lover,S 2,0,3.33,59.91,304.49,2.19,68.00,we loves,kr2,1,4.29,56.50,481.62,0.99,0.00,65.22
hejunfans,KR1,0,5.92,62.41,318.00,2.61,67.27,3an,KR1,1,3.45,56.77,399.65,0.96,46.72,46.15
유미장인 윰윰이,KR3,0,4.51,56.12,334.05,1.79,63.16,망고먹다왜망고징,KR1,1,3.29,54.12,422.83,0.98,55.77,56.00
조하트양말,KR1,1,4.30,53.27,367.19,1.04,54.17,미드품앗이,KR1,2,3.40,54.00,377.49,1.15,48.84,50.00
자치로운삶,KR1,0,3.01,52.26,325.33,2.21,50.00,너구리섭취중,KR1,0,4.01,52.07,346.23,1.51,51.79,48.15
또또또 까분당,확그냥,3,3.18,42.11,384.62,0.72,52.08,파디샤,1221,2,3.29,40.82,351.18,0.91,51.75,58.82
티 격,KR1,0,4.04,51.00,259.89,2.19,51.47,녹 번,KR1,1,2.99,57.62,423.20,0.73,57.33,66.67
곽팔돈,KR1,3,4.85,56.47,453.58,1.07,0.00,노갱시블루먹음,KR1,2,4.50,51.57,377.78,1.08,51.61,56.25
화 못참는 사람,KR1,2,5.68,53.14,440.05,0.87,44.64,정평게이밍,kr2,1,3.67,55.23,380.54,1.39,0.00,66.67
째미닝,KR1,4,5.58,54.18,392.15,0.92,48.57,씨몽키 초장 국밥,KR1,0,3.34,49.93,334.89,1.65,57.83,76.47
범인탐지견,KR1,4,5.00,50.42,404.94,1.10,37.50,벌써이십대,KR1,3,3.08,40.75,383.92,0.92,50.00,38.46
안녕바보들,KR1,4,4.00,48.40,408.86,0.83,53.25,꽃피느 봄날속의,1213,3,2.88,48.70,410.52,0.76,48.13,57.14
Wade Williams,KR1,0,4.61,54.67,377.61,1.37,54.88,화창한토요일,KR1,4,3.95,44.36,360.81,0.97,48.87,68.75
Übermensch,vida,2,2.73,43.89,430.17,0.64,52.60,勝ちたい,PLZ,1,4.64,50.80,444.31,0.74,73.33,52.17
exys,KR1,1,4.09,51.50,431.90,0.89,46.59,분노절망배신증오,KR1,2,2.30,45.38,335.43,1.37,51.98,71.43
Bobmukjja,KR1,4,3.69,53.40,372.31,1.01,72.73,클린한명예소환사,kr2,3,2.75,40.45,379.75,0.81,51.55,60.00
올 마이트,나히아KR,2,2.49,45.00,381.12,0.72,47.45,히키코모리김지환,KR2,1,2.45,43.35,380.73,0.94,51.09,57.14
따라하지말라고,εïз,3,5.54,48.00,368.44,1.10,51.92,Tei,Pill,3,2.75,40.06,390.00,0.47,62.96,81.82
봉 명 초,KR1,1,5.09,55.30,422.80,0.76,63.24,네 봄,KR1,0,5.75,59.00,260.25,2.05,45.61,56.67
되 냐,KR1,4,2.52,49.95,373.60,0.67,52.50,Advocate,KR1,2,2.61,41.62,395.99,0.57,55.38,30.00
어디든지갈게용,KR1,1,2.84,48.33,412.09,0.64,50.46,와드자판기,KR1,0,3.48,57.70,267.70,2.30,55.56,61.54
2창우,KR1,0,5.05,60.20,278.13,2.42,70.00,기우스엉,KR2,1,4.23,52.69,412.90,0.87,55.12,75.00
솔랭의제왕 석현,7790,1,5.12,57.33,414.41,0.94,59.66,jishiyu,hyu,2,4.26,49.40,386.60,0.87,53.10,66.67
강새에로이,KR1,0,2.37,47.40,254.05,2.17,83.33,러플광,KR1,1,2.17,44.00,361.66,0.86,83.33,60.00
나는 이 게임을 해봤어요,한 번 더,1,3.18,47.60,410.12,0.52,42.42,채팅안봄,K23,2,5.48,42.00,390.53,0.75,45.23,52.38
1apodo,KR1,4,6.62,56.83,405.31,1.29,0.00,신덕리,KR1,2,3.85,46.58,374.71,0.95,71.43,60.00
꽁 설,KR1,3,3.46,50.50,435.48,0.69,53.85,초록색,연 두,2,3.44,42.71,402.72,0.93,53.15,70.00
반짝반짝 최금쪽,KR1,0,9.91,57.50,250.89,2.30,57.69,류선생,KR1,1,4.90,37.67,355.84,0.77,52.94,72.00
낌찌원,KR1,2,5.04,50.06,426.51,0.78,50.72,너는쓰레기에요,0622,3,3.03,34.38,376.82,0.42,0.00,60.87
클라나스,KR1,1,3.73,52.33,452.74,0.99,53.00,26세황금동김민회,0000,4,2.88,51.27,352.19,1.66,53.12,64.29
태섭 제자1호,KR1,1,4.95,54.61,436.12,0.70,63.41,칼집꼬리 박쥐,KR1,3,2.33,37.65,386.02,0.66,0.00,66.67
너원딜재능없다고,정글가,3,4.30,50.17,407.62,0.71,48.47,탑가만히있자,KR1,4,4.00,47.50,359.66,0.97,55.36,86.67
5년늙은 구마유시,KR1,1,4.30,60.62,499.98,0.91,44.50,서울 명소 해운대,KR1,0,6.17,54.89,341.83,1.73,0.00,66.67
할수있다 나라면,1202,1,4.51,49.00,393.27,0.72,52.53,김밥처럼달콤해,두산베어스,2,4.31,51.79,342.45,0.95,48.98,35.00
고광윤,KR2,2,5.64,49.00,400.18,0.97,49.53,비싼참치,KR1,1,2.66,42.33,358.65,0.81,52.50,58.33
남자주인공,6207,2,3.87,50.18,385.88,0.84,48.28,Pachycephalosau,박치기공룡,3,3.45,48.42,405.06,0.60,53.85,70.00
내가 제일 잘낫찌,독재자,4,3.46,54.45,361.68,0.70,62.07,JUNHYEON,AHN,0,1.73,43.00,336.93,1.42,54.12,69.23
음악과,KR1,3,4.01,33.60,354.79,0.86,38.89,젊고병든,딩딩딩딩딩,2,5.63,49.47,444.61,0.77,0.00,84.21
웃긴웃긴,KR2,3,2.62,41.75,417.64,0.78,48.00,뚜크리따크리,KR1,2,4.09,48.65,394.32,1.08,65.52,50.00
캐치김,KR1,1,3.99,51.24,363.56,0.90,57.14,이기꼬야,아기맹수,1,4.59,45.88,404.76,0.93,54.55,58.33
캐치김,KR1,1,3.99,51.24,363.56,0.90,57.14,뚝배기 찍어버려,KR1,4,6.06,49.07,405.47,0.88,46.25,54.55
애니비왈,KR1,2,7.41,43.33,364.24,0.94,72.22,XiJinPingSexyBoy,KR1,3,3.85,37.90,301.49,0.80,53.64,69.23
똘망코,KR1,4,4.62,56.67,403.05,0.98,47.54,두부한모세,KR1,4,4.07,53.00,398.24,1.12,50.15,30.77
똘망코,KR1,4,4.62,56.67,403.05,0.98,47.54,민주 광배 쌈무,KR1,-1,0,0,0,0,0,80.00
조코파이,KR1,2,3.78,43.44,421.17,0.67,60.61,마법공학문재인3,KR1,0,2.98,49.00,307.55,2.51,55.93,57.89
조코파이,KR1,2,3.78,43.44,421.17,0.67,60.61,Ocurt,KR1,2,4.44,48.00,354.66,0.65,48.15,63.64
윤현호,KR1,1,3.69,44.92,369.31,0.81,53.85,지나가던돌맹이,KR1,0,3.13,53.91,278.59,2.60,46.81,32.14
혹시삼국지좋아하시나요,三國志,2,5.28,48.00,377.58,1.04,62.50,똘망코,KR1,4,4.62,56.67,403.05,0.98,47.54,80.00
혹시삼국지좋아하시나요,三國志,2,5.28,48.00,377.58,1.04,62.50,포악한 도토리햄,KR1,3,5.01,36.50,397.61,0.60,60.00,70.00
Migung,KR1,3,4.90,44.93,407.18,0.90,0.00,다 운,0413,2,5.65,41.21,341.00,1.06,50.75,76.47
동탄센트럴정형외과,KR92,1,3.55,51.11,393.58,0.61,44.79,윤하찡사랑해윤,KR1,3,3.66,42.00,376.05,0.81,53.66,45.45
싱싱한배추,KR1,2,1.86,43.21,358.84,0.70,57.69,CELINE,55555,3,2.19,49.43,401.66,0.80,47.62,38.89
나를 꼭 지켜줘,DM해,3,2.25,37.72,370.41,1.02,52.38,길가다비비탄맞음,KR1,2,3.86,48.75,394.12,0.73,67.39,60.00
NIKE,NICE,1,3.44,52.83,381.68,1.12,32.00,공 주,LOVE,0,8.05,59.50,302.83,1.82,47.18,83.33
한밤에 한침대,KR1,3,3.37,41.83,402.57,0.82,58.70,김진섹,KR2,2,4.89,48.00,353.40,1.08,49.70,54.55
한밤에 한침대,KR1,3,3.37,41.83,402.57,0.82,58.70,원나블 디펜스,KR1,1,4.81,45.79,408.56,0.88,47.92,81.82
빈순이,KR0,2,4.18,55.18,347.88,1.04,53.52,Bepo,북극곰밍크,3,4.09,53.50,381.94,0.73,43.92,40.00
김창영,KR1,2,6.86,53.50,339.26,1.52,76.47,깡패민우,KR1,3,2.75,41.14,379.49,0.65,51.91,76.47
김창영,KR1,2,6.86,53.50,339.26,1.52,76.47,ghanyi,KR1,4,5.13,43.87,368.39,1.16,66.04,58.33
개 민 수,1559,2,4.10,43.53,434.40,0.49,58.16,김준석,9485,3,2.73,38.52,384.73,0.75,0.00,73.33
애국한양선봉공대,열혈에너지,3,2.87,46.88,435.64,0.70,38.46,태 쿡,KR1,0,4.43,54.50,344.30,2.03,44.44,40.00
지구는 네모다,각개전투,0,5.71,57.40,306.26,1.79,0.00,패왕 김찬,KR1,2,2.65,46.00,379.45,0.59,72.73,64.00
연 식빵,KR1,0,3.98,59.20,313.35,2.28,37.23,하 마,4639,2,3.04,42.22,364.11,0.88,47.01,58.82
냥멍냐냥,KR1,2,3.42,49.00,443.69,0.85,54.55,연 슬,εïз,0,3.48,54.44,297.94,2.10,0.00,60.00
제발핑좀들어제발,KR1,2,2.62,47.26,350.00,0.97,47.37,Born to be,Life,3,3.95,41.40,372.37,1.11,51.85,33.33
왜또뭐가문젠데,KR1,4,5.53,55.33,393.37,0.83,47.32,해적왕이된사나이,KR1,1,5.01,51.44,437.66,0.56,49.17,46.15
Vsync,KR1,3,3.98,39.75,401.70,0.62,54.46,Amnolys,KR1,2,3.95,48.38,395.06,0.60,50.93,70.00
단단묵직탄탄,KR1,0,3.52,56.33,268.06,2.10,38.89,아니진짜머해,kr25,1,3.40,53.89,429.02,0.58,55.80,68.75
유브2,KR2,4,3.47,57.30,368.95,1.35,50.00,심술두꺼비,건들이지마,2,4.39,49.15,378.86,0.92,54.01,66.67
김순혁,KR7,1,4.04,43.80,370.57,1.05,50.44,호호허허히히,KR1,3,4.04,42.46,422.50,0.61,50.00,52.94
kogie,KR1,0,5.52,62.00,263.42,1.61,42.86,DAK kogie,KR1,1,2.11,47.15,363.49,0.43,47.91,53.33
타워에서받아먹자,KR1,0,4.75,62.08,336.43,1.54,54.49,동탄 최재혁,KR2,1,5.87,51.00,415.01,0.77,62.28,57.14
쫏해피롱,KR1,2,6.85,50.67,423.91,0.81,55.56,T1 Keria,sk1,0,4.44,49.67,263.49,2.33,51.14,56.67
있긴있잖아,KR1,1,3.68,48.50,419.52,0.73,80.00,설탕닢,Maybe,2,3.14,42.88,347.18,1.03,48.63,46.15
태 양,KR111,2,3.40,49.00,386.96,0.78,52.00,장례식장에서윈드밀,kimch,3,2.34,49.62,396.85,0.78,46.70,44.83
볼베보다콜라잘빰,KR1,1,4.00,51.83,315.95,1.53,50.43,꽃 피면 돌아갈게,KR1,0,3.68,48.67,266.20,1.78,53.04,43.75
MelodySound,2853,0,4.97,50.29,300.07,1.64,51.67,아이스초코빵,5885,1,4.27,46.40,353.30,0.97,100.00,50.00
김대중,QWE,1,3.87,40.44,375.43,0.51,50.87,백 호,132,0,2.75,46.56,309.97,1.41,51.83,44.83
초코라떼먹고싶당,KR1,2,4.28,48.80,388.34,0.78,56.00,나 김지율 행동으로 보여주겠다,KR2,0,2.73,46.67,275.20,1.99,50.62,66.67
개구리 뽀글이,4700,4,4.00,53.06,400.11,0.71,55.56,김재힝,KR1,0,2.91,47.72,335.59,1.15,50.70,38.46
원조쎈놈,KR1,0,4.63,61.38,267.53,2.16,33.33,Looz,KR1,1,2.87,47.53,407.52,0.62,53.33,47.37
영도구 사포장인,138,3,3.51,48.86,400.27,0.78,0.00,공부접다,KR1,2,4.21,43.50,367.83,0.60,49.52,44.44
원하는게 없,KR1,1,4.89,61.94,502.15,0.59,0.00,쓸모없는서어폿,KR1,0,5.52,58.10,288.68,2.06,0.00,73.33
Rsyozu,0517,2,2.85,46.38,392.67,0.73,56.70,작 촌,KR1,0,3.59,58.00,331.57,1.84,0.00,20.00
한 통 속,KR2,1,6.34,53.36,492.83,0.83,63.64,뭐하냐ヲヲヲヲ,ヲヲヲ,0,5.00,47.80,270.89,2.86,41.67,65.00
저글링,5050,2,5.97,55.82,431.13,1.00,55.05,진해김승달,1111,4,2.21,46.50,415.79,0.78,51.99,81.82
힐써도 죽어,KR1,0,5.33,57.56,375.32,1.41,48.98,개변태,개변태,1,1.71,40.12,388.17,0.53,41.51,77.78
힐써도 죽어,KR1,0,5.33,57.56,375.32,1.41,48.98,연습용계정,7911,0,6.41,53.40,281.36,2.31,52.51,27.27
동생누나,0807,2,5.71,48.29,455.26,0.58,0.00,리산드라,kr71,3,2.75,46.14,408.20,0.70,52.11,85.00
동생누나,0807,2,5.71,48.29,455.26,0.58,0.00,첫 눈,kr33,0,2.40,42.60,296.45,1.62,50.87,40.00
장금순,KR1,2,3.88,51.94,419.27,0.78,0.00,Sh BIN,KR1,1,3.26,42.40,387.01,0.65,51.75,48.00
잣 야,랏 칸,1,4.44,51.12,387.42,0.90,52.63,오줌싸개,7744,0,4.50,57.33,326.16,1.47,52.63,48.15
소금이 죽으면,죽 염,0,4.54,61.69,342.39,2.17,57.24,송파구 치료사,0624,1,3.39,47.60,357.80,0.90,49.08,33.33
치즈카츠,돈카츠,0,6.49,45.05,344.22,1.44,76.92,927화요일,KR1,2,5.13,47.53,458.23,0.60,68.75,70.00
나뒤만보고갈래,KR2,0,4.25,45.88,324.65,1.21,54.55,환 희,폼미치따,1,4.63,47.00,348.29,1.36,47.81,70.00
경 민,0126,4,5.48,57.50,398.40,0.76,58.44,정신꽉잡아,KR1,1,4.46,47.15,384.32,0.88,52.44,70.83
베인허벅지핥짝핥,KR1,2,2.99,43.79,378.23,0.75,49.02,미션달성이벤트,KR1,4,3.28,55.86,364.69,1.02,48.86,47.06
찌앙크미,KR1,2,5.28,46.00,356.78,1.22,51.11,공3업시즈탱크,KR3,2,1.83,49.10,375.70,0.65,57.69,53.85
메 스,KR1,0,4.25,48.00,290.34,2.26,48.96,2종보통 누누운전,KR1,2,2.46,45.33,366.57,1.03,46.09,63.64
Jazz Standard,KR1,0,3.03,53.00,254.34,2.19,69.77,오버액션꼬마곰,KR1,3,3.98,28.17,324.02,0.65,53.33,40.00
가지무침,가지가지,2,2.86,49.89,433.94,0.79,46.70,방구뀌고싶다,0606,4,5.00,51.68,432.38,1.08,52.60,66.67
빵굽는 유미,블랑제,0,6.75,35.00,247.59,1.84,51.06,내가조련한야옹이,KR1,1,5.02,55.14,482.32,0.53,56.12,35.29
힘들게하지마렁,KR1,4,5.43,59.55,427.66,0.93,75.00,sorry my bad,0123,0,3.37,55.31,330.45,1.52,48.68,62.50
봄날의 햇살,smile,3,2.58,42.22,410.20,0.63,52.63,나이먹기싫다,3686,0,3.49,58.67,286.18,2.52,49.49,40.00
nniqp,KR1,1,4.19,47.21,377.72,0.93,50.00,천하무적양짐승,KR1,4,4.40,52.31,385.76,1.09,53.33,38.46
용감하지못한사람,KR1,0,3.54,54.00,266.08,2.42,54.12,절실하지못한사람,KR1,1,3.40,48.62,377.66,0.49,54.12,51.72
TGS NaRak,KR1,1,4.53,46.89,365.75,1.14,45.97,너만의겜을해,mute,0,4.27,48.15,314.37,1.62,51.34,64.00
메 리,KR11,1,4.92,57.12,435.24,1.07,52.17,ReturnZER0,KR1,3,3.16,39.55,332.27,0.94,49.29,61.54
메 리,KR11,1,4.92,57.12,435.24,1.07,52.17,죽기아님까무러치기,칠전팔기,0,2.46,58.17,261.94,2.45,47.22,50.00
이설아,GoetY,1,4.98,48.88,397.92,0.95,0.00,왕소금,니집가,4,3.07,53.29,350.38,0.87,46.88,60.00
blue,khkh,1,3.33,39.69,396.98,0.54,50.67,소름돋는일반인,KR1,1,4.34,44.07,396.89,0.65,52.65,55.17
천 사,42151,2,5.35,53.76,457.43,0.82,0.00,도이치 모터스 ,KR1,4,3.26,45.00,315.91,1.57,43.96,78.95
zkxh,KR1,2,4.76,44.50,440.47,0.61,0.00,坚固而沉重,鄭聖勳1,3,1.78,39.82,344.91,0.75,42.86,60.00
쑥쑥지느러미 멀록,111,4,3.72,43.22,385.46,0.97,48.15,MC武鉉,0523,4,4.98,48.38,392.19,0.87,50.00,45.45
